REPORTING.YEAR,FACILITY.NAME,FACILITY.CITY,FACILITY.COUNTY,FACILITY.STATE,FACILITY.ZIP.CODE,PRIMARY.NAICS.CODE,LATITUDE,LONGITUDE,PARENT.COMPANY.NAME,CHEMICAL.NAME,TOTAL.AIR.EMISSIONS,TOTAL.UNDERGROUND.INJECTION,TOTAL.ON.SITE.LAND.RELEASES,TOTAL.TRANSFERRED.OFF.SITE.TO.DISPOSAL,TOTAL.SURFACE.WATER.DISCHARGE,TRANSFERS.TO.POTWS..METALS.AND.METAL.COMPOUNDS.,Chemical,CERCLA.Chemicals,HAPs,Metals.and.Metal.Compounds,PBT.Chemicals,Priority.Chemicals,OSHA.Chemicals,Other.Health.Effects,Body.Weight,Cardiovascular,Dermal,Developmental,Endocrine,Gastrointestinal,Hematological,Hepatic,Immunological,Metabolic,Musculoskeletal,Neurological,Ocular,Other.Systemic,Renal,Reproductive,Respiratory,Human.health.effects.information.not.identified,Acute,Intermediate,Chronic
2013,JOHNS MANVILLE,HAZLETON,LUZERNE,PA,18202,326150,40.964167,-76.024444,BERKSHIRE HATHAWAY,DIISOCYANATES,15087,0,0,30,0,0,DIISOCYANATES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2013,BASIN ELECTRIC,BEULAH,MERCER,ND,585239475,325311,47.370445,-101.838042,BASIN ELECTRIC,CRESOL (MIXED ISOMERS),12860,0,7,0,0,0,CRESOL (MIXED ISOMERS),YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES
2011,ITW AMERICAN  SAFETY TECHNOLOG IES,ROSELAND,ESSEX,NJ,7068,325510,40.82423,-74.33062,ILLINOIS TOOL WORKS INC,"1,2,4-TRIMETHYLBENZENE",12037,0,0,0,0,0,1 2 4-TRIMETHYLBENZENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2010,SPECIATY CONSTRUCTION BRANDS FOSTER PRODUCTS,HOUSTON,HARRIS,TX,77011,325520,29.75166,-95.310432,HB FULLER CO,BARIUM COMPOUNDS,1,NA,NA,0,0,0,BARIUM COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES
2003,ACME FINISHING CO INC,ELK GROVE VILLAGE,COOK,IL,60007,332812,42.021147,-87.962138,,METHYL ETHYL KETONE,23201,0,0,0,0,0,METHYL ETHYL KETONE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2008,SPECIALTY TIRES OF AMERICA INC,INDIANA,INDIANA,PA,15701,326211,40.61938,-79.17268,POLYMER ENTERPRISES INC,ZINC COMPOUNDS,1,NA,NA,0,0,0,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2012,THOR MOTOR COACH INC,ELKHART,ELKHART,IN,46516,336213,41.68693,-85.9075,THOR INDUSTRIES INC,"1,2,4-TRIMETHYLBENZENE",33932,0,0,0,0,0,1 2 4-TRIMETHYLBENZENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2011,EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),BAYTOWN,HARRIS,TX,775224004,325110,29.739678,-95.012805,EXXON MOBIL CORP,TERT-BUTYL ALCOHOL,50128,0,0,0,0,0,TERT-BUTYL ALCOHOL,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2007,INTERTAPE POLYMER CORP,CARBONDALE,JACKSON,IL,62901,322222,37.75642,-89.21619,INTERTAPE POLYMER GROUP,N-HEXANE,9685,0,0,0,0,0,N-HEXANE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2007,NESTLE PURINA PETCARE CO,MECHANICSBURG,CUMBERLAND,PA,17050,311111,40.223255,-77.000441,NESTLE PURINA PETCARE CO,MANGANESE COMPOUNDS,1,NA,NA,0,0,0,MANGANESE COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2009,WEBB ENTERPRISES INC AMERICAN MIRROR,GALAX,GALAX (CITY),VA,24333,327215,36.673178,-80.911916,WEBB ENTERPRISES INC,LEAD COMPOUNDS,5482,0,0,12.1,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2003,SCASCO INC  - NEW MILFORD,NEW MILFORD,LITCHFIELD,CT,6776,424710,41.58018,-73.41778,SUPERIOR PLUS ENERGY SERVICES INC.,METHYL TERT-BUTYL ETHER,1,NA,NA,0,0,0,METHYL TERT-BUTYL ETHER,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES
2003,US PIPE & FOUNDRY CO LLC,BESSEMER,JEFFERSON,AL,35020,331511,33.41702,-86.97085,USP HOLDINGS INC.,LEAD COMPOUNDS,51433,0,0,58034.79,2535,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2013,US DOD MCAGCC TWENTYNINE PALMS,TWENTYNINE PALMS,SAN BERNARDINO,CA,922788110,928110,34.23123,-116.05622,US DEPARTMENT OF DEFENSE,COPPER,5483,0,0,0,0,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2005,GEORGIA-PACIFIC BREWTON LLC,BREWTON,ESCAMBIA,AL,36426,322130,31.077123,-87.111402,KOCH INDUSTRIES INC,BARIUM COMPOUNDS,63334,0,8100,0,0,0,BARIUM COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES
2010,BASF CORP - FREEPORT SITE,FREEPORT,BRAZORIA,TX,77541,325199,29.002075,-95.399777,BASF CORP,CHROMIUM,53253,95,0,5,166,0,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2009,THE DOW CHEMICAL CO - LOUISIANA OPERATIONS,PLAQUEMINE,IBERVILLE,LA,70764,325199,30.320903,-91.239015,THE DOW CHEMICAL CO,PENTACHLOROETHANE,22738,0,0,0,0,0,PENTACHLOROETHANE,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2005,CLEAN HARBORS DEER PARK LLC,LA PORTE,HARRIS,TX,77571,562211,29.73027,-95.09146,CLEAN HARBORS INC,CYCLOHEXANE,43291,0,0,4.2,0,0,CYCLOHEXANE,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2009,AMERICAN FUEL CELLS & COATED FABRICS (AMFUEL),MAGNOLIA,COLUMBIA,AR,71753,326299,33.27884,-93.246643,ZODIAC US CORP,METHYL ISOBUTYL KETONE,24748,0,0,0,0,0,METHYL ISOBUTYL KETONE,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2003,CLARIANT CORP,COVENTRY,KENT,RI,28165469,325132,41.695333,-71.539322,CLARIANT CORP,"3,3'-DICHLOROBENZIDINE DIHYDROCHLORIDE",1,NA,NA,0,0,0,3 3'-DICHLOROBENZIDINE DIHYDROCHLORIDE,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2007,KNOX FERTILIZER CO INC,KNOX,STARKE,IN,46534,325314,41.28897,-86.64594,,BIFENTHRIN,1,NA,NA,0,0,0,BIFENTHRIN,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2014,BARNHARDT MANUFACTURING CO NCFI POLYURETHANES DIV,MOUNT AIRY,SURRY,NC,27030,326150,36.472778,-80.608611,BARNHARDT MANUFACTURING CO,DIETHANOLAMINE,5524,0,0,0,0,0,DIETHANOLAMINE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2010,VAN DIEST SUPPLY CO,WEBSTER CITY,HAMILTON,IA,50595,325320,42.467472,-93.892083,VAN DIEST SUPPLY CO,ETHYLENE GLYCOL,11650,0,0,0,0,0,ETHYLENE GLYCOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES
2009,GM POWERTRAIN WILLOW RUN,YPSILANTI,WASHTENAW,MI,481970935,336350,42.235356,-83.549041,GENERAL MOTORS LLC,ZINC COMPOUNDS,28852,0,0,1149,2,37,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2014,DAV-TECH PLATING INC,MARLBOROUGH,MIDDLESEX,MA,1752,332813,42.31623,-71.57923,,NITRIC ACID,23758,0,0,0,0,0,NITRIC ACID,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2005,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,324110,27.832011,-97.525582,KOCH INDUSTRIES INC,TRICHLOROETHYLENE,23815,0,0,0,0,0,TRICHLOROETHYLENE,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES
2003,CERTAINTEED CORP,WILLIAMSPORT,WASHINGTON,MD,21795,326000,39.5917,-77.80471,SAINT-GOBAIN CORP,MANGANESE COMPOUNDS,1,NA,NA,0,0,0,MANGANESE COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2004,ROSS ALUMINUM FOUNDRIES AVON DIV,SIDNEY,SHELBY,OH,453650609,331524,40.25275,-84.19411,,LEAD COMPOUNDS,23973,0,0,0,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2013,GRAIN CRAFT INC,BARNESVILLE,LAMAR,GA,30204,311211,33.090556,-84.196389,GRAIN CRAFT INC.,CHLORINE,1,NA,NA,0,0,0,CHLORINE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES
2007,TI AUTOMOTIVE LLC,WARREN,MACOMB,MI,48090,331210,42.46603,-82.99846,TI AUTOMOTIVE LLC,CHLORINE,47694,0,0,0,0,0,CHLORINE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES
2003,SABIC INNOVATIVE PLASTICS US LLC,WASHINGTON,WOOD,WV,26181,325211,39.260167,-81.678893,SABIC US HOLDINGS LP,ANTIMONY COMPOUNDS,18557,0,0,0,0,0,ANTIMONY COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES
2012,SAFETY-KLEEN SYSTEMS ELGIN (ELG),ELGIN,COOK,IL,60120,562112,42.019029,-88.234981,CLEAN HARBORS INC,ZINC COMPOUNDS,5482,0,0,0,0,0,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2008,GOODYEAR TIRE & RUBBER CO,RADFORD,MONTGOMERY,VA,24141,326211,37.11622,-80.59101,GOODYEAR TIRE & RUBBER CO,POLYCYCLIC AROMATIC COMPOUNDS,5482,0,0,0,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2005,LEBANON SEABOARD CORP,LEBANON,LEBANON,PA,17042,325314,40.3475,-76.385556,LEBANON SEABOARD CORP,TRICLOPYR TRIETHYLAMMONIUM SALT,1,NA,NA,0,0,0,TRICLOPYR TRIETHYLAMMONIUM SALT,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES
2014,COOLIDGE ASPHALT TERMINAL,COOLIDGE,PINAL,AZ,85128,424710,32.923138,-111.562348,WESTERN EMULSIONS INC,POLYCYCLIC AROMATIC COMPOUNDS,36770,0,0,0,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2013,CABOT NORIT AMERICAS INC,PRYOR,MAYES,OK,74361,325998,36.23124,-95.27639,CABOT CORP,"BENZO(G,H,I)PERYLENE",3596,0,72.8,0,0,0,BENZO(G H I)PERYLENE,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2006,KOCH NITROGEN CO LLC,DODGE CITY,FORD,KS,67801,325311,37.777013,-99.929746,KOCH INDUSTRIES INC,AMMONIA,20015,21,5,0,0,0,AMMONIA,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO,YES
2007,NALCO COMPANY-NEW FAIRVIEW,NEW FAIRVIEW,WISE,TX,76078,424690,33.1,-97.4684,ECOLAB INC,METHANOL,6697,0,0,0,0,0,METHANOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES
2010,ROCKTENN CP LLC,FERNANDINA BEACH,NASSAU,FL,32034,322130,30.681389,-81.457222,ROCK-TENN CO,POLYCYCLIC AROMATIC COMPOUNDS,19138,0,0,3.96,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2006,JAMESTOWN COATING TECHNOLOGIES,JAMESTOWN,MERCER,PA,16134,325510,41.484096,-80.43802,,CERTAIN GLYCOL ETHERS,63898,0,0,0,0,0,CERTAIN GLYCOL ETHERS,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2011,INTERFOR US - GILCHRIST,GILCHRIST,KLAMATH,OR,97737,321113,43.553116,-121.594635,INTERNATIONAL FOREST PRODUCTS LTD,LEAD,24511,0,19.8,0,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2003,SUNOCO PARTNERS MARKETING & TERMINALS LP KINGSTON TERMINAL,KINGSTON,LUZERNE,PA,18704,424710,41.25743,-75.90536,SUNOCO PARTNERS MARKETING & TERMINALS LP,POLYCYCLIC AROMATIC COMPOUNDS,4569,0,0,0,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2007,GM ORION ASSEMBLY CENTER,LAKE ORION,OAKLAND,MI,483591713,336111,42.7158,-83.2607,GENERAL MOTORS LLC,MANGANESE COMPOUNDS,42267,0,0,4100,0,1800,MANGANESE COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2010,SCHNEIDER ELECTRIC,OXFORD,BUTLER,OH,450569799,335311,39.5266,-84.7704,SCHNEIDER ELECTRIC USA INC,COPPER,6480,0,0,0,0,5,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2010,KITCHENS BROTHERS MANUFACTURING CO-UTICA MILL,UTICA,HINDS,MS,39175,321113,32.109444,-90.615444,KITCHENS BROTHERS MANUFACTURING CO,LEAD COMPOUNDS,9010,0,0,0,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2003,TRELLEBORG COATED SYSTEMS US INC SPARTANBURG,SPARTANBURG,SPARTANBURG,SC,29301,313320,34.937262,-82.035339,TRELLEBORG INDUSTRIES,TOLUENE,17102,0,0,0,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2010,TYCO ELECTRONICS,NORWOOD,NORFOLK,MA,2062,334417,42.18914,-71.187944,TYCO ELECTRONICS,CHROMIUM,1,NA,NA,0,0,0,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2013,W W HENRY,BOURBONNAIS,KANKAKEE,IL,60914,325520,41.15884,-87.86015,ARDEX,N-HEXANE,16337,0,0,0,0,0,N-HEXANE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2009,DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,486990,28.983139,-95.395556,THE DOW CHEMICAL CO,"1,2-DICHLOROETHANE",9702,0,0,0,0,0,1 2-DICHLOROETHANE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES
2005,CANADYS STATION,CANADYS,COLLETON,SC,29433,221112,33.06465,-80.623382,SCANA,DIOXIN AND DIOXIN-LIKE COMPOUNDS,9.043209877,0,0,0,0,0,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES
2005,BELDEN CONNECTIVITY SOLUTIONS,HORSEHEADS,CHEMUNG,NY,14845,334417,42.178952,-76.821544,BELDEN INC,CYANIDE COMPOUNDS,19416,0,0,0,0,0,CYANIDE COMPOUNDS,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
2004,BOISE CASCADE WOOD PRODUCTS LLC MEDFORD PLYWOOD,MEDFORD,JACKSON,OR,97501,321212,42.35507,-122.90429,BOISE CASCADE CO,METHANOL,41614,0,0,0,0,0,METHANOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES
2014,US DOE WASTE ISOLATION PILOT PLANT,CARLSBAD,EDDY,NM,88220,562211,32.375,-103.791666,US DEPARTMENT OF ENERGY,TRICHLOROETHYLENE,8657,0,24161,0,0,0,TRICHLOROETHYLENE,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES
2013,MESABI NUGGET DELAWARE LLC,AURORA,ST LOUIS,MN,55705,331110,47.586907,-92.234192,STEEL DYNAMICS INC,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),28526,0,0,2422,2,0,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES
2014,HARTSON-KENNEDY CABINET TOP CO INC,MARION,GRANT,IN,46953,337110,40.5415,-85.66722,HARTSON-KENNEDY CABINET TOP CO INC,TOLUENE,41471,0,0,80,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2014,SEM MINERALS LP,QUINCY,ADAMS,IL,62305,311119,39.88564,-91.40285,,ZINC COMPOUNDS,29939,0,0,0,0,0,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2008,US STEEL GRANITE CITY WORKS,GRANITE CITY,MADISON,IL,62040,331111,38.69439,-90.147709,US STEEL CORP,BENZENE,25307,0,0,166,2,0,BENZENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES
2004,HP HOOD LLC CROWLEY FOODS BRISTOL,BRISTOL,BRISTOL (CITY),VA,24203,311511,36.599533,-82.214394,HP HOOD LLC,NITRIC ACID,5482,0,0,0,0,0,NITRIC ACID,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2005,MODINE MANUFACTURING CO,WASHINGTON,WASHINGTON,IA,52353,336350,41.30629,-91.67975,MODINE MANUFACTURING CO,COPPER,54350,0,0,0,5,1,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2003,J H CAMPBELL GENERATING PLANT,WEST OLIVE,OTTAWA,MI,49460,221112,42.912078,-86.203574,CMS ENERGY,COBALT COMPOUNDS,47327,0,42170,0,0,0,COBALT COMPOUNDS,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES
2014,CHEVRON WILLBRIDGE TERMINAL,PORTLAND,MULTNOMAH,OR,97210,424710,45.5635,-122.7427,CHEVRON CORP,XYLENE (MIXED ISOMERS),49949,0,0,10,0,0,XYLENE (MIXED ISOMERS),YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES
2007,GLACIER NORTHWEST INC EAST MARGINAL WAY PLANT,SEATTLE,KING,WA,98134,327320,47.54812,-122.33535,GLACIER NORTHWEST INC,LEAD COMPOUNDS,5482,0,0,77.4,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2003,RUBBERMAID HOME PRODUCTS,ELK GROVE VILLAGE,COOK,IL,60007,326121,42.00651,-87.95596,NEWELL RUBBERMAID INC,ZINC COMPOUNDS,1,NA,NA,0,0,0,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2003,VALMONT INDUSTRIES INC,MC COOK,RED WILLOW,NE,690010835,333111,40.1946,-100.617,VALMONT INDUSTRIES INC,LEAD,55785,0,0,1654.6,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2013,AMVAC CHEMICAL CORP,LOS ANGELES,LOS ANGELES,CA,90023,325320,34.009444,-118.188056,AMERICAN VANGUARD CORP,"N,N-DIMETHYLFORMAMIDE",5482,0,0,0,0,0,N N-DIMETHYLFORMAMIDE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2007,ROBINSON NEVADA MINING CO,RUTH,WHITE PINE,NV,89319,212234,39.27083,-115.0125,,NITRIC ACID,5482,0,0,0,0,0,NITRIC ACID,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2003,FORD MOTOR COMPANY--KANSAS CITY ASSEMBLY PLANT,CLAYCOMO,CLAY,MO,64119,336111,39.20438,-94.47801,FORD MOTOR CO,METHYL ETHYL KETONE,37372,0,0,41,0,0,METHYL ETHYL KETONE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2011,BAKER HUGHES LAFAYETTE DIAMOND BIT MANUFACTURING PLANT,LAFAYETTE,LAFAYETTE,LA,70508,333132,30.16771,-91.98425,BAKER HUGHES INC,NICKEL,5482,0,0,0,5,0,NICKEL,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
